session_id,algorithmic_recommendation,baseline_drift_score,block_number,candidate_time,case_id,case_slot,challenge_score,channel_id,condition,condition_eligible,condition_order,detectability,displayed_recommendation,duplicate_risk,evidence_agreement,explanation_trial_eligible,hidden_case_category,hidden_disagreement_type,hidden_expected_recommendation,hidden_reference_status,local_noise,nearest_distance_samples,overlap_flag,pair_id,parameter_hits,parameter_robustness,parameter_runs,peak_height,pilot_ready,prominence,provenance_json,reference_interval_end,reference_interval_start,segment_boundary_distance,separation_width_ratio,signal_key,source_name,source_type,stability,stability_hits,stability_runs,tie_break,trial_id,trial_position,weber_boundary,weber_margin,width_samples,window_end,window_start,decision_code,decision_label,confidence,selected_evidence_json,primary_evidence,optional_explanation,explanation_reason_json,clarity,difficulty,evidence_disagreement,disagreement_sources_json,recommendation,recommendation_followed,response_time_seconds,opened_sections_json,interaction_json,submitted_at,used_ai_says_this_is_a_peak,used_how_clearly_it_stands_out,used_local_noise_or_baseline,used_overlap_or_duplicate_warning,used_peak_shape,used_repeatability_after_setting_changes,used_repeatability_after_signal_changes,used_signal_strength,reference_supported,reference_unsupported,reference_expected_decision,supported_accept,unsupported_reject,unsupported_accept,supported_reject,case_has_evidence_conflict,appropriate_defer,reference_alignment,reference_agreement,confidence_probability,calibration_error,recommendation_code,recommendation_followed_derived,recommendation_reference_aligned,reliance_category
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.0224618157484059,1,10.04,SYN-007,1,13.0,synthetic_7,baseline,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,12.88598005473706,,Low,Mostly consistent,True,near_boundary_unsupported,detectability_vs_stability,Reject,unsupported,0.0019513757710725,38.0,False,SYN-PAIR-08,12,0.6,20,0.0719575041562646,True,0.0251453892782242,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_unsupported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",,,196,2.224918305068862,SYN-007,generated_demo,synthetic,1.0,30,30,253198,DEMO001-001,1,15.96,-3.074019945262941,17.07927878224899,12.0,8.0,2,"Reject as noise, an error, or a duplicate.",92,"[""Peak shape""]",Peak shape,,[],,,Yes,[],,,19.162040199548123,[],{},2026-08-05T16:50:43.096270+00:00,0,0,0,0,1,0,0,0,0,1,2.0,0,1,0,0,1,0,1.0,1.0,0.92,0.07999999999999996,,,,
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.2175261728472668,1,4.53000020980835,REAL-001,2,13.5,1607,baseline,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,11.990940463878124,,Low,Conflict detected,True,parameter_sensitive,unfavorable_algorithm_vs_supported_reference,Reject,supported,3.483447891200764e-05,51.0,False,REA-PAIR-07,9,0.45,20,0.0550485495477914,True,0.000417698174715,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 8, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""source_label_file"": ""peak_df.xlsx"", ""source_peak_index"": 2718, ""source_time_range"": [0.0, 13.0], ""weber_boundary"": 15.96}",4.54166666666667,4.505,180,6.623189397414574,REAL-001,chromatograms.h5,real,1.0,30,30,842678,DEMO001-002,2,15.96,-3.969059536121876,7.700217665511474,4.829999923706055,4.230000019073486,1,Accept as a peak.,90,"[""Signal strength""]",Signal strength,,[],,,Yes,[],,,48.716393265260635,[],{},2026-08-05T16:50:43.099960+00:00,0,0,0,0,0,0,0,1,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.9,0.09999999999999998,,,,
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.0294378845818416,1,9.98,SYN-013,3,13.0,synthetic_13,baseline,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,19.86599261256988,,High,Conflict detected,True,high_detectability_low_stability,unfavorable_algorithm_vs_supported_reference,Reject,supported,0.0006718439365513,7.0,True,SYN-PAIR-05,13,0.65,20,0.0626555329254845,True,0.013346846700194,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 1, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.1, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""high_detectability_low_stability"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",10.16,9.86,198,0.4720353182288295,SYN-013,generated_demo,synthetic,0.5666666666666667,17,30,122639,DEMO001-003,3,15.96,3.905992612569879,14.829398838767816,12.0,8.0,1,Accept as a peak.,94,"[""Local noise or baseline""]",Local noise or baseline,,[],,,Yes,[],,,31.20812041240704,[],{},2026-08-05T16:50:43.105552+00:00,0,0,1,0,0,0,0,0,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.94,0.06000000000000005,,,,
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.0224618157484059,2,10.04,SYN-007,1,13.0,synthetic_7,peakaboo,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,12.88598005473706,,Low,Mostly consistent,True,near_boundary_unsupported,detectability_vs_stability,Reject,unsupported,0.0019513757710725,38.0,False,SYN-PAIR-08,12,0.6,20,0.0719575041562646,True,0.0251453892782242,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_unsupported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",,,196,2.224918305068862,SYN-007,generated_demo,synthetic,1.0,30,30,253198,DEMO001-004,4,15.96,-3.074019945262941,17.07927878224899,12.0,8.0,2,"Reject as noise, an error, or a duplicate.",48,"[""Overlap or duplicate warning""]",Overlap or duplicate warning,,[],4.0,,Yes,[],,,13.139364091490693,[],{},2026-08-05T16:50:43.107753+00:00,0,0,0,1,0,0,0,0,0,1,2.0,0,1,0,0,1,0,1.0,1.0,0.48,0.52,,,,
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.2175261728472668,2,4.53000020980835,REAL-001,2,13.5,1607,peakaboo,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,11.990940463878124,,Low,Conflict detected,True,parameter_sensitive,unfavorable_algorithm_vs_supported_reference,Reject,supported,3.483447891200764e-05,51.0,False,REA-PAIR-07,9,0.45,20,0.0550485495477914,True,0.000417698174715,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 8, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""source_label_file"": ""peak_df.xlsx"", ""source_peak_index"": 2718, ""source_time_range"": [0.0, 13.0], ""weber_boundary"": 15.96}",4.54166666666667,4.505,180,6.623189397414574,REAL-001,chromatograms.h5,real,1.0,30,30,842678,DEMO001-005,5,15.96,-3.969059536121876,7.700217665511474,4.829999923706055,4.230000019073486,1,Accept as a peak.,88,"[""Repeatability after signal changes""]",Repeatability after signal changes,,[],2.0,,Yes,[],,,51.123173776262234,[],{},2026-08-05T16:50:43.111587+00:00,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.88,0.12,,,,
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.0294378845818416,2,9.98,SYN-013,3,13.0,synthetic_13,peakaboo,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,19.86599261256988,,High,Conflict detected,True,high_detectability_low_stability,unfavorable_algorithm_vs_supported_reference,Reject,supported,0.0006718439365513,7.0,True,SYN-PAIR-05,13,0.65,20,0.0626555329254845,True,0.013346846700194,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 1, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.1, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""high_detectability_low_stability"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",10.16,9.86,198,0.4720353182288295,SYN-013,generated_demo,synthetic,0.5666666666666667,17,30,122639,DEMO001-006,6,15.96,3.905992612569879,14.829398838767816,12.0,8.0,1,Accept as a peak.,81,"[""Repeatability after setting changes""]",Repeatability after setting changes,,[],5.0,,Yes,[],,,35.397093264001334,[],{},2026-08-05T16:50:43.114678+00:00,0,0,0,0,0,1,0,0,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.81,0.18999999999999995,,,,
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.0224618157484059,3,10.04,SYN-007,1,13.0,synthetic_7,peakaboo_recommendation,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,12.88598005473706,Accept,Low,Mostly consistent,True,near_boundary_unsupported,detectability_vs_stability,Reject,unsupported,0.0019513757710725,38.0,False,SYN-PAIR-08,12,0.6,20,0.0719575041562646,True,0.0251453892782242,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_unsupported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",,,196,2.224918305068862,SYN-007,generated_demo,synthetic,1.0,30,30,253198,DEMO001-007,7,15.96,-3.074019945262941,17.07927878224899,12.0,8.0,1,Accept as a peak.,69,"[""AI says this is a peak""]",AI says this is a peak,,[],5.0,,Yes,[],Accept,1.0,12.593243611507162,[],{},2026-08-05T16:50:43.117208+00:00,1,0,0,0,0,0,0,0,0,1,2.0,0,0,1,0,1,0,0.0,0.0,0.69,0.69,1.0,1.0,0.0,over_reliance
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.2175261728472668,3,4.53000020980835,REAL-001,2,13.5,1607,peakaboo_recommendation,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,11.990940463878124,Accept,Low,Conflict detected,True,parameter_sensitive,unfavorable_algorithm_vs_supported_reference,Reject,supported,3.483447891200764e-05,51.0,False,REA-PAIR-07,9,0.45,20,0.0550485495477914,True,0.000417698174715,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 8, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""source_label_file"": ""peak_df.xlsx"", ""source_peak_index"": 2718, ""source_time_range"": [0.0, 13.0], ""weber_boundary"": 15.96}",4.54166666666667,4.505,180,6.623189397414574,REAL-001,chromatograms.h5,real,1.0,30,30,842678,DEMO001-008,8,15.96,-3.969059536121876,7.700217665511474,4.829999923706055,4.230000019073486,1,Accept as a peak.,83,"[""Repeatability after signal changes""]",Repeatability after signal changes,,[],3.0,,Yes,[],Accept,1.0,31.690637856052863,[],{},2026-08-05T16:50:43.119445+00:00,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.83,0.17000000000000004,1.0,1.0,1.0,appropriate_reliance
ef6afff9-99ca-4808-be2e-709bacf5b1bf,Reject,0.0294378845818416,3,9.98,SYN-013,3,13.0,synthetic_13,peakaboo_recommendation,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,19.86599261256988,Accept,High,Conflict detected,True,high_detectability_low_stability,unfavorable_algorithm_vs_supported_reference,Reject,supported,0.0006718439365513,7.0,True,SYN-PAIR-05,13,0.65,20,0.0626555329254845,True,0.013346846700194,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 1, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.1, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""high_detectability_low_stability"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",10.16,9.86,198,0.4720353182288295,SYN-013,generated_demo,synthetic,0.5666666666666667,17,30,122639,DEMO001-009,9,15.96,3.905992612569879,14.829398838767816,12.0,8.0,1,Accept as a peak.,45,"[""AI says this is a peak""]",AI says this is a peak,,[],3.0,,Yes,[],Accept,1.0,29.51772176870007,[],{},2026-08-05T16:50:43.121638+00:00,1,0,0,0,0,0,0,0,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.45,0.55,1.0,1.0,1.0,appropriate_reliance
e9459b53-bfb9-4fc4-b403-b8a39c922921,Reject,0.2175261728472668,1,4.53000020980835,REAL-001,1,13.5,1607,baseline,baseline|peakaboo|peakaboo_recommendation,baseline>peakaboo>peakaboo_recommendation,11.990940463878124,,Low,Conflict detected,True,parameter_sensitive,unfavorable_algorithm_vs_supported_reference,Reject,supported,3.483447891200764e-05,51.0,False,REA-PAIR-07,9,0.45,20,0.0550485495477914,True,0.000417698174715,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 8, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""source_label_file"": ""peak_df.xlsx"", ""source_peak_index"": 2718, ""source_time_range"": [0.0, 13.0], ""weber_boundary"": 15.96}",4.54166666666667,4.505,180,6.623189397414574,REAL-001,chromatograms.h5,real,1.0,30,30,438170,DEMO002-001,1,15.96,-3.969059536121876,7.700217665511474,4.829999923706055,4.230000019073486,1,Accept as a peak.,81,"[""Peak shape""]",Peak shape,,[],,,Yes,[],,,19.246209847512937,[],{},2026-08-05T16:50:43.206511+00:00,0,0,0,0,1,0,0,0,1,0,1.0,1,0,0,0,1,0,1.0,1.0,0.81,0.18999999999999995,,,,
